Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Rank,Status Whiteboard,Epic Link,Tags,Flagged,Rank (Obsolete),Epic/Theme,Sprint,Issuezilla Id
javacc,JAVACC-23,complete c grammar,Bug,Closed,Major,Incomplete,sriram,zam,zam,29/Sep/03 6:08 PM,,02/Sep/08 5:46 AM,02/Sep/08 5:46 AM,current,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: Windows XP
 Platform: PC","Does anyone here have a complete c grammar because i really need it for my c
 parser project. I hope u all could help me. Thanks",,,,,,,,0|i0f8jj:,,,,,88865,,,23
javacc,JAVACC-22,Dynamic tabs valuation for exact column computation,Task,Resolved,Major,Fixed,sreeni,francisandre,francisandre,24/Sep/03 10:09 AM,,22/Dec/05 11:07 AM,22/Dec/05 11:07 AM,current,4.0,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Hi Sreeni
 
 Here is a simple path to provide a dynamic value of the 
 tabs control character in order to compute the right 
 column. This change is upward compatible with previous
 version of caller of JavaCharStream/SimpleCharStream.
 
 Changes are:
 1/ adding of a protected int tabs field initialized to 8.
 2/ adding of the setTabs(int newtabs) method that 
 returns the previous tabs value;
 3/ change the computation of the column in the 
 UpdateLineColumn method
 
 Regards
 
 Francis ANDRE
 
 Index: JavaFiles.java
 ==============================================================
 =====
 RCS file: /cvs/javacc/src/org/javacc/parser/JavaFiles.java,v
 retrieving revision 1.2
 diff -u -r1.2 JavaFiles.java
 --- JavaFiles.java	11 Aug 2003 17:06:43 -0000	1.2
 +++ JavaFiles.java	23 Sep 2003 08:44:25 -0000
 @@ -237,7 +237,15 @@
 ostr.println(prefix + ""protected int maxNextCharInd = 0;"");
 ostr.println(prefix + ""protected int nextCharInd = -1;"");
 ostr.println(prefix + ""protected int inBuf = 0;"");
 +	ostr.println(prefix + ""protected int tabs = 8;"");
 ostr.println("""");
 +	ostr.println(prefix + ""public final int setTabs(int newtabs)"");
 +	ostr.println("" {"");
 +	ostr.println("" int prevtabs = tabs;"");
 +	ostr.println("" tabs = newtabs;"");
 +	ostr.println("" return prevtabs;"");
 +	ostr.println("" }"");
 +	ostr.println("""");
 ostr.println(prefix + ""protected void ExpandBuff(boolean wrapAround)"");
 ostr.println("" {"");
 ostr.println("" char[] newbuffer = new char[bufsize + 2048];"");
 @@ -420,7 +428,7 @@
 ostr.println("" break;"");
 ostr.println("" case '\\t' :"");
 ostr.println("" column--;"");
 - ostr.println("" column += (8 - (column & 07));"");
 + ostr.println("" column += (tabs - (column & (tabs -1)));"");
 ostr.println("" break;"");
 ostr.println("" default :"");
 ostr.println("" break;"");
 @@ -948,6 +956,14 @@
 ostr.println(prefix + ""protected char[] buffer;"");
 ostr.println(prefix + ""protected int maxNextCharInd = 0;"");
 ostr.println(prefix + ""protected int inBuf = 0;"");
 +	ostr.println(prefix + ""protected int tabs = 8;"");
 +	ostr.println("""");
 +	ostr.println(prefix + ""public final int setTabs(int newtabs)"");
 +	ostr.println("" {"");
 +	ostr.println("" int prevtabs = tabs;"");
 +	ostr.println("" tabs = newtabs;"");
 +	ostr.println("" return prevtabs;"");
 +	ostr.println("" }"");
 ostr.println("""");
 ostr.println(prefix + ""protected void ExpandBuff(boolean wrapAround)"");
 ostr.println("" {"");
 @@ -1101,7 +1117,7 @@
 ostr.println("" break;"");
 ostr.println("" case '\\t' :"");
 ostr.println("" column--;"");
 - ostr.println("" column += (8 - (column & 07));"");
 + ostr.println("" column += (tabs - (column & (tabs -1)));"");
 ostr.println("" break;"");
 ostr.println("" default :"");
 ostr.println("" break;"");",,,,,,,,0|i0boav:,,,,,68090,,,22
javacc,JAVACC-21,Make Javacc a deterministic compiler,Improvement,Closed,Major,Incomplete,sreeni,moreau,moreau,15/Sep/03 7:44 AM,,02/Sep/08 5:46 AM,02/Sep/08 5:46 AM,current,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Given a file.
 Running Javacc two twos on this file should produce two identical files.
 This enhancement would be very useful for people working with CVS.",,,,,,,,0|i0dgcv:,,,,,78467,,,21
javacc,JAVACC-20,Enhancement to character specifications in tokenizer patterns,Improvement,Open,Major,Unresolved,sreeni,beesley,beesley,12/Sep/03 3:09 AM,,02/Sep/08 3:07 AM,,current,not determined,scanner generator,,0,2,,,,,,,,"Operating System: All
 Platform: Sun","When defining tokens you can currently specify sets of characters between
 square brackets, e.g.
 
 TOKEN:
 {
 < ID: ([""a""-""z"", ""A""-""Z"", ""@"", ""_"" ])+ >
 }
 
 I have the following requests/suggestions for enhancements
 to character-set notation. 
 
 1. Add syntax to subtract one character set from another, e.g.
 
 < ID: ( [[""a""-""z"", ""A""-""Z""] - [""m"", ""n"", ""M"", ""N""]] )+ >
 
 would match IDs consisting of one or more basic ASCII characters 
 except n, m, M and N. This would facilitate specification of
 wide ranges of characters, with just a few exceptions.
 
 2. Add ability to refer to sets of characters using Java-method notation, e.g.
 
 < ID: ( [isLetter()] )+ >
 
 < FOO: ( [isLetter()] )+ ( [isWhitespace()] )* ""("" >
 
 < INT: ( [isDigit()] )+ >
 
 < ID: [isLetter()] ( [isLetter(), isDigit()] )* >
 
 (Sreeni was already thinking of exposing all the java.lang.Character.is* methods,
 which sounds like the right approach.)
 
 This will facilitate defining programming languages that really take advantage of 
 Unicode, e.g. allowing identifiers to contain any Unicode ""letter"". 
 
 Complication: locales. It might be necessary to specify to JavaCC the
 relevant locale for interpreting ""isDigit"", ""isLetter"", etc. (I'm not an
 expert on java.lang.Character.is* methods or locales.)
 
 
 3. (I'm not so sure about this one, but list it as a possibility). Refer to
 sets of 
 Unicode characters using official Unicode Block Names
 
 < CYRILLICID: [CYRILLIC] ( [CYRILLIC, LATIN] )* >
 
 4. (I'm not so sure about this one either.) Allow specification of character
 sets using intersection (e.g. the & operator):
 
 < ARABICINT : ( [ARABIC] & [isDigit] )+ >",,,,,,,,0|i00pzj:,,,,,4211,,,20
javacc,JAVACC-19,inline comment on last line with no line feed,Bug,Resolved,Major,Incomplete,sreeni,kenhall,kenhall,11/Sep/03 6:24 AM,,24/Dec/04 10:23 AM,24/Dec/04 10:23 AM,current,milestone 1,general,,0,0,,,,,,,,"Operating System: Windows 2000
 Platform: PC","Parsing a file with an inline comment on the last line of the file which is not 
 followed by a line feed generates a lexical error -
 
 Lexical error at line XXX, column YY. Encountered: <EOF> after : """"
 
 This error is very easy to generate - just take any java file and make the last line 
 look something like this -
 
 
 }//end of my java file
 
 The important thing is that there is no line feed after the end of the comment. 
 
 This was found using javacc-3.2 and java1_4c.jj. 
 I presume that it really relates to the .jj file rather than the tool but I couldn't find 
 anywhere to submit problems with the .jj files. I have also let Andrea Gini (who 
 wrote the .jj file) know.",,,,,,,,0|i0ajvr:,,,,,61542,,,19
javacc,JAVACC-18,Handling of latin1 characters,Bug,Closed,Major,Incomplete,sreeni,bonniot,bonniot,06/Sep/03 9:40 AM,,02/Sep/08 5:45 AM,02/Sep/08 5:45 AM,current,milestone 1,scanner generator,,0,0,,,,,,,,"Operating System: Linux
 Platform: PC","Hi,
 
 I used to generate a parser with JavaCC 1.1. I recently upgraded to 3.1. It
 mostly works well, except that 3.1 seems to handle incorrectly latin1
 characters, while it used to work with 1.1. I set the option JAVA_UNICODE_ESCAPE
 in the options { ... } section of the .jj file. I don't set UNICODE_INPUT, so it
 has its default value of false. The generated stream handler is JavaCharStream.
 
 When using the generated parser, I get Encountered ""\ufffd"", at the location
 where a \u00e9 character is (and \u00e9 is indeed valid at that place). I tried
 both running with the C and fr locales, with no change.
 
 Is this a known issue? By lack of time, I don't provide a testcase now, but just
 tell me if you need one.",,,,,,,,0|i0bmj3:,,,,,67803,,,18
javacc,JAVACC-17,Modular grammer files,New Feature,Open,Major,Unresolved,sriram,neonbunny,neonbunny,29/Aug/03 4:04 AM,,28/Oct/06 9:40 PM,,current,milestone 1,parser generator,,1,0,,,,,,,,"Operating System: All
 Platform: All","It would be nice, and it has been proposed before, to allow grammer files to be
 split up into modules to allow related parts of large grammers to be kept in
 seperate files.",,,,,,,,0|i032af:,,,,,17868,,,17
javacc,JAVACC-16,More accessable TokenMgrError,Improvement,Resolved,Major,Won't Fix,neonbunny,neonbunny,neonbunny,18/Aug/03 3:47 PM,,11/Jul/05 6:54 AM,11/Jul/05 6:54 AM,current,4.0,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","I'd like to be able to get the row/column of the error, and perhaps the token it
 was expecting and a list of other tokens which could be here, very much in the
 style of a ParseException.
 This would make writing a single error handling mechanism for both types of
 error a lot easier.",,,,,,,,0|i0elxj:,,,,,85202,,,16
javacc,JAVACC-15,"Need support for re's of the form {m,}",Improvement,Resolved,Major,Fixed,sreeni,sreeni,sreeni,17/Aug/03 9:30 AM,,30/Jul/04 4:42 PM,30/Jul/04 4:42 PM,current,milestone 1,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Would like to have JavaCC regular expressions support regex-like {m,} operator
 that only specifies the minimum, but no maximum",,,,,,,,0|i05hvz:,,,,,32059,,,15
javacc,JAVACC-14,usage.html has license that is inconsistent with BSD,Bug,Closed,Major,Incomplete,sreeni,sreeni,sreeni,11/Aug/03 11:08 AM,,02/Sep/08 5:44 AM,02/Sep/08 5:44 AM,current,4.0,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","In the JavaCC installation, the license agreement file that is installed
 (doc/usage.html0 has Java Binary Code license agreement. But it is supposed to
 have the BSD license there.",,,,,,,,0|i04nuv:,,,,,27194,,,14
javacc,JAVACC-13,KEEP_LINE_COLUMN=false and ERROR_REPORTING=false generates bad code,Bug,Resolved,Major,Fixed,javacc-issues,sreeni,sreeni,08/Aug/03 1:16 PM,,11/Aug/03 10:32 AM,11/Aug/03 10:32 AM,current,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","When KEEP_LINE_COLUMN option value is set to false and ERROR_REPORTING is turned
 on, the generated code refers to line and col related methods that don't exist.",,,,,,,,0|i05vy7:,,,,,34337,,,13
javacc,JAVACC-12,TokenMgrError should be an Exception,Bug,Open,Major,Unresolved,tcopeland,danimx,danimx,07/Aug/03 9:40 AM,,11/Nov/07 2:18 PM,,current,milestone 1,scanner generator,,0,0,,,,,,,,"Operating System: Windows XP
 Platform: PC","According to jdk documentation, any error a reasonable app might want to catch 
 should be an exception. That is specially important for coldfusion users, because 
 coldfusion pages cannot catch errors in its new version.
 These are the changes needed in the generated code:
 
 TokenMgrError.java
 ==============
 - TokenMgrError extends Exception
 + TokenMgrError extends Error
 
 CalculatorTokenManager.java
 ======================
 - public void SwitchTo(int lexState)
 + public void SwitchTo(int lexState) throws TokenMgrError
 - public Token getNextToken() 
 + public Token getNextToken() throws TokenMgrError
 - public CalculatorTokenManager(SimpleCharStream stream, int lexState) 
 + public CalculatorTokenManager(SimpleCharStream stream, int lexState) throws 
 TokenMgrError
 - public void ReInit(SimpleCharStream stream, int lexState) 
 + public void ReInit(SimpleCharStream stream, int lexState) throws TokenMgrError
 
 
 Additionally, TokenMgrError can be renamed to TokenMgrException, or made a 
 subclass of it for backwards compatibility.
 
 You can contact me for any additional information.",,,,,,,,0|i0am47:,,,,,61904,,,12
javacc,JAVACC-11,JavaCC generated code contains 'enum' as a variable name,Bug,Resolved,Major,Fixed,sreeni,sreeni,sreeni,06/Aug/03 12:01 PM,,11/Jul/05 6:54 AM,11/Jul/05 6:54 AM,current,milestone 1,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","JavaCC generated code has 'enum' as avariable name. Since it is going to be a
 keyword from 1.5 (Tiger) onwards, we need to change it.",,,,,,,,0|i07unj:,,,,,45791,,,11
javacc,JAVACC-10,JavaDoc error in SimpleCharStream,Bug,Resolved,Major,Fixed,neonbunny,neonbunny,neonbunny,06/Aug/03 10:52 AM,,19/Aug/03 1:09 AM,19/Aug/03 1:09 AM,current,milestone 1,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","The <BR> in the JavaDoc comment of SimpleCharStream causes a warning to be
 produced using the javadoc that comes with J2SDK 1.4.2.
 It's not needed and I recommend removing it from JavaFiles.java",,,,,,,,0|i0bnb3:,,,,,67929,,,10
javacc,JAVACC-9,Need warnings for options that require complete cleanup,Improvement,Closed,Major,Fixed,paulcager,sreeni,sreeni,08/Jul/03 11:17 AM,,25/Nov/10 6:52 PM,02/Sep/08 12:55 AM,current,4.1,general,,0,0,,,,,,,JAVACC-59,"Operating System: All
 Platform: All","When a user toggles the STATIC or KEEP_LINE_COLUMN options, all the generated
 files need to be removed. Otherwise, there will be compiler errors.
 
 So JavaCC should give a warning when one of these options is toggled from a
 previous run, probably by tagging the generated files.",,,,,,,,0|i01cv3:,,,,,7917,,,9
javacc,JAVACC-8,Token manager should not use IOException to mark EOF,Improvement,Resolved,Major,Duplicate,javacc-issues,sreeni,sreeni,07/Jul/03 1:58 PM,,02/Sep/08 2:48 AM,02/Sep/08 2:48 AM,current,5,scanner generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","Right now, the *CharStream classes throw IOException to indicate EOF reached.
 This exception is caught by the token manager to eventually return the EOF token.
 
 I would like to change this to throw a javacc-specific exception so that there
 is no confusion between the exception thrown by the *CharStream classes and the
 one thrown by the InputStream/Reader classes of java.io.",,,,,,,,0|i0ce0f:,,,,,72255,,,8
javacc,JAVACC-7,Unused code in NfaState,Task,Resolved,Major,Fixed,javacc-issues,tcopeland,tcopeland,25/Jun/03 11:19 AM,,11/Aug/03 10:43 AM,11/Aug/03 10:43 AM,current,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Here ya go... another little cleanup patch...
 
 Yours,
 
 tom
 
 Index: src/org/javacc/parser/NfaState.java
 ===================================================================
 RCS file: /cvs/javacc/src/org/javacc/parser/NfaState.java,v
 retrieving revision 1.1
 diff -r1.1 NfaState.java
 461,462d460
 < int i;
 <
 548c546
 < int j, k;
 ---
 > int j;
 738d735
 < char tmp;
 806d802
 < int tmp;
 1194,1196d1189
 < String arrayString, name;
 < int i, cnt = 0;
 <
 1330d1322
 < int[] newNameSet;
 1336d1327
 < NfaState tmp;
 1352d1342
 < boolean current[];
 1410d1399
 < boolean First = true;
 1472d1460
 < int[] newNameSet;
 2124d2111
 < Enumeration e = compositeStateTable.keys();
 2625c2612
 < int state, oldCnt = cnt;
 ---
 > int state = cnt;
 2898,2900d2884
 < boolean moreThanOne = false;
 < int cnt = 0;
 <",,,,,,,,0|i020vr:,,,,,11808,,,7
javacc,JAVACC-6,Optimize away some jj_3 methods in the parser,Improvement,Resolved,Major,Fixed,sreeni,sreeni,sreeni,23/Jun/03 9:19 AM,,11/Jul/05 6:54 AM,11/Jul/05 6:54 AM,current,4.0,parser generator,,0,0,,,,,,,,"Operating System: All
 Platform: All","There are several jj_3 methods that simply look for a token of a certain kind.
 It will be nice to eliminate those so that the parser class file size gets smaller.",,,,,,,,0|i0a847:,,,,,59636,,,6
javacc,JAVACC-5,Unused code in RStringLiteral,Task,Resolved,Major,Fixed,javacc-issues,tcopeland,tcopeland,23/Jun/03 8:40 AM,,11/Aug/03 10:43 AM,11/Aug/03 10:43 AM,current,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Index: src/org/javacc/parser/RStringLiteral.java
 ===================================================================
 RCS file: /cvs/javacc/src/org/javacc/parser/RStringLiteral.java,v
 retrieving revision 1.1
 diff -r1.1 RStringLiteral.java
 279d278
 < RegularExpression RE; // Single char or a sequence of chars
 504d502
 < Enumeration infos;
 508d505
 < int tmpCtr = 0;
 512,513d508
 < String[] activeNames = { ""jjnewActive"" + LexGen.lexStateSuffix,
 ""jjoldActive"" + LexGen.lexStateSuffix };
 <
 758d752
 < int matchedKindForZero = Integer.MAX_VALUE;
 1017,1018c1011,1012
 < String key, stateSetString = """";
 < int i, j, k, kind, jjmatchedPos = 0;
 ---
 > String stateSetString = """";
 > int i, j, kind, jjmatchedPos = 0;
 1144,1145c1138
 < int i, k, maxKindsReqd = maxStrKind / 64 + 1;
 < boolean ifGenerated;
 ---
 > int i, maxKindsReqd = maxStrKind / 64 + 1;
 1172,1173d1164
 < Object o;
 <
 1177d1167
 < String s;",,,,,,,,0|i02193:,,,,,11868,,,5
javacc,JAVACC-4,Unused code in RCharacterList,Task,Resolved,Major,Fixed,javacc-issues,tcopeland,tcopeland,23/Jun/03 8:36 AM,,11/Aug/03 10:43 AM,11/Aug/03 10:43 AM,current,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Here ya go... just some more minor cleanups...
 
 Yours,
 
 Tom
 
 
 Index: src/org/javacc/parser/RCharacterList.java
 ===================================================================
 RCS file: /cvs/javacc/src/org/javacc/parser/RCharacterList.java,v
 retrieving revision 1.1
 diff -r1.1 RCharacterList.java
 171d170
 < char c;
 307d305
 < int i;
 308a307
 > int i;
 321c320
 <
 ---
 >
 408d406
 < Enumeration e = descriptors.elements();
 433d430
 < char r = ((CharacterRange)newDesc.elementAt(j)).right;
 463,465d459
 < char l = ((CharacterRange)newDesc.elementAt(j)).left;
 < char r = ((CharacterRange)newDesc.elementAt(j)).right;
 <",,,,,,,,0|i0f3fz:,,,,,88039,,,4
javacc,JAVACC-3,Need automatic testing for changes in JavaCC,Task,Open,Major,Unresolved,sreeni,sreeni,sreeni,20/Jun/03 10:57 AM,,16/Nov/07 9:05 AM,,current,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","We need to enhance the build.xml with a new target to run tests automatically.
 As a start, we can use the grammars that are in the examples directory. Each
 test should include running JavaCC and testing the generated parsers on some
 inputs (with and without syntax errors).",,,,,,,,0|i0fh9r:,,,,,90279,,,3
javacc,JAVACC-2,Unused code in ParseEngine.java,Task,Resolved,Major,Fixed,javacc-issues,tcopeland,tcopeland,20/Jun/03 7:52 AM,,11/Aug/03 10:43 AM,11/Aug/03 10:43 AM,current,milestone 1,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","Is a cvs diff a good way to submit patches?
 
 Thanks,
 
 Tom
 
 [tom@hal javacc]$ cvs diff src/org/javacc/parser/ParseEngine.java
 Index: src/org/javacc/parser/ParseEngine.java
 ===================================================================
 RCS file: /cvs/javacc/src/org/javacc/parser/ParseEngine.java,v
 retrieving revision 1.1
 diff -r1.1 ParseEngine.java
 572d571
 < String action;
 574d572
 < Lookahead la;
 [tom@hal javacc]$",,,,,,,,0|i01z6v:,,,,,11534,,,2
javacc,JAVACC-1,OUTPUT_DIRECTORY option inconsistencies between javacc and jjtree,Bug,Resolved,Major,Fixed,kjkoster,sreeni,sreeni,13/Jun/03 11:50 AM,,09/Jan/05 6:43 AM,09/Jan/05 6:43 AM,current,4.0,general,,0,0,,,,,,,,"Operating System: All
 Platform: All","JJTree omits the OUTPUT_DIRECTORY option when it generates the .jj file. This
 could cause a problem if someone wants to generate the tree and the parser in
 different directories. We need to rexamine this option in detail to see if it is
 still relevant to have.",,,,,,,,0|i0ezfj:,,,,,87389,,,1
Generated at Wed Aug 03 18:08:33 UTC 2016 using JIRA 6.2.3#6260-sha1:63ef1d6dac3f4f4d7db4c1effd405ba38ccdc558.
